Ibge;Existe serviço de dragagem ou desassoreamento dos cursos d'água naturais perenes - IE041;Data
320070;[N] Não;31/12/2015
320080;[N] Não;31/12/2015
320100;;31/12/2015
320110;;31/12/2015
320130;[S] Sim;31/12/2015
320140;;31/12/2015
320150;;31/12/2015
320160;[S] Sim;31/12/2015
320180;[N] Não;31/12/2015
320190;;31/12/2015
320200;;31/12/2015
320225;[S] Sim;31/12/2015
320230;[N] Não;31/12/2015
320240;;31/12/2015
320250;[S] Sim;31/12/2015
320255;[N] Não;31/12/2015
320260;[N] Não;31/12/2015
320265;;31/12/2015
320270;[N] Não;31/12/2015
320280;[S] Sim;31/12/2015
320313;[N] Não;31/12/2015
320316;[N] Não;31/12/2015
320320;;31/12/2015
320330;[S] Sim;31/12/2015
320335;;31/12/2015
320350;[N] Não;31/12/2015
320360;[S] Sim;31/12/2015
320380;;31/12/2015
320390;[S] Sim;31/12/2015
320425;;31/12/2015
320430;;31/12/2015
320440;;31/12/2015
320450;[N] Não;31/12/2015
320480;[S] Sim;31/12/2015
320490;[S] Sim;31/12/2015
320500;[S] Sim;31/12/2015
320503;;31/12/2015
320510;[N] Não;31/12/2015
320517;[N] Não;31/12/2015
320530;[N] Não;31/12/2015
330020;;31/12/2015
330090;;31/12/2015
330110;;31/12/2015
330120;[S] Sim;31/12/2015
330130;[S] Sim;31/12/2015
330170;;31/12/2015
330180;[S] Sim;31/12/2015
330185;;31/12/2015
330187;[N] Não;31/12/2015
330190;;31/12/2015
330227;[N] Não;31/12/2015
330230;;31/12/2015
330240;[N] Não;31/12/2015
330270;[S] Sim;31/12/2015
330280;[S] Sim;31/12/2015
330290;;31/12/2015
330340;[S] Sim;31/12/2015
330350;[S] Sim;31/12/2015
330385;;31/12/2015
330411;;31/12/2015
330412;[N] Não;31/12/2015
330440;[N] Não;31/12/2015
330452;[S] Sim;31/12/2015
330455;[S] Sim;31/12/2015
330460;[S] Sim;31/12/2015
330470;[S] Sim;31/12/2015
330480;;31/12/2015
330513;;31/12/2015
330520;[S] Sim;31/12/2015
330575;[S] Sim;31/12/2015
330580;;31/12/2015
330610;;31/12/2015
330620;;31/12/2015
350010;[N] Não;31/12/2015
350020;[N] Não;31/12/2015
350030;[N] Não;31/12/2015
350040;[N] Não;31/12/2015
350100;;31/12/2015
350115;[S] Sim;31/12/2015
350140;;31/12/2015
350150;;31/12/2015
350160;[S] Sim;31/12/2015
350170;;31/12/2015
350180;;31/12/2015
350200;[N] Não;31/12/2015
350230;;31/12/2015
350250;[N] Não;31/12/2015
350280;[S] Sim;31/12/2015
350330;;31/12/2015
350335;;31/12/2015
350340;;31/12/2015
350380;[N] Não;31/12/2015
350390;[N] Não;31/12/2015
350395;;31/12/2015
350400;;31/12/2015
350410;[S] Sim;31/12/2015
350420;[N] Não;31/12/2015
350450;[N] Não;31/12/2015
350460;[N] Não;31/12/2015
350470;;31/12/2015
350480;;31/12/2015
350500;;31/12/2015
350510;;31/12/2015
350520;;31/12/2015
350550;[S] Sim;31/12/2015
350560;;31/12/2015
350570;[S] Sim;31/12/2015
350580;;31/12/2015
350600;[S] Sim;31/12/2015
350610;;31/12/2015
350635;[N] Não;31/12/2015
350640;;31/12/2015
350650;;31/12/2015
350690;;31/12/2015
350700;;31/12/2015
350720;;31/12/2015
350730;;31/12/2015
350740;[N] Não;31/12/2015
350750;[S] Sim;31/12/2015
350760;;31/12/2015
350775;;31/12/2015
350780;;31/12/2015
350790;[N] Não;31/12/2015
350800;[N] Não;31/12/2015
350830;[N] Não;31/12/2015
350840;;31/12/2015
350850;[S] Sim;31/12/2015
350860;[N] Não;31/12/2015
350870;;31/12/2015
350900;[N] Não;31/12/2015
350910;;31/12/2015
350920;;31/12/2015
350925;;31/12/2015
350940;[N] Não;31/12/2015
350950;[S] Sim;31/12/2015
350960;[S] Sim;31/12/2015
350970;[N] Não;31/12/2015
350980;;31/12/2015
350990;[S] Sim;31/12/2015
350995;[S] Sim;31/12/2015
351000;;31/12/2015
351010;;31/12/2015
351020;;31/12/2015
351050;[S] Sim;31/12/2015
351080;[N] Não;31/12/2015
351090;;31/12/2015
351100;[N] Não;31/12/2015
351110;[S] Sim;31/12/2015
351120;[N] Não;31/12/2015
351150;;31/12/2015
351160;[N] Não;31/12/2015
351190;;31/12/2015
351200;;31/12/2015
351220;[N] Não;31/12/2015
351230;;31/12/2015
351240;;31/12/2015
351260;;31/12/2015
351270;;31/12/2015
351290;;31/12/2015
351300;[S] Sim;31/12/2015
351310;;31/12/2015
351320;;31/12/2015
351350;[N] Não;31/12/2015
351360;;31/12/2015
351370;[N] Não;31/12/2015
351380;[N] Não;31/12/2015
351400;[N] Não;31/12/2015
351410;;31/12/2015
351440;;31/12/2015
351450;;31/12/2015
351460;;31/12/2015
351490;[S] Sim;31/12/2015
351492;[N] Não;31/12/2015
351495;;31/12/2015
351500;[S] Sim;31/12/2015
351510;[S] Sim;31/12/2015
351515;;31/12/2015
351518;[N] Não;31/12/2015
351519;[N] Não;31/12/2015
351520;;31/12/2015
351535;[N] Não;31/12/2015
351550;[N] Não;31/12/2015
351565;;31/12/2015
351600;;31/12/2015
351610;;31/12/2015
351620;;31/12/2015
351630;;31/12/2015
351640;[S] Sim;31/12/2015
351650;;31/12/2015
351670;;31/12/2015
351685;;31/12/2015
351700;[N] Não;31/12/2015
351720;[S] Sim;31/12/2015
351750;[N] Não;31/12/2015
351760;;31/12/2015
351800;;31/12/2015
351810;;31/12/2015
351820;;31/12/2015
351830;[S] Sim;31/12/2015
351840;[S] Sim;31/12/2015
351850;[N] Não;31/12/2015
351860;[N] Não;31/12/2015
351870;[S] Sim;31/12/2015
351880;;31/12/2015
351885;;31/12/2015
351890;;31/12/2015
351900;;31/12/2015
351907;[S] Sim;31/12/2015
351910;;31/12/2015
351920;;31/12/2015
351925;[N] Não;31/12/2015
351940;[N] Não;31/12/2015
351950;;31/12/2015
351980;;31/12/2015
352020;;31/12/2015
352044;[N] Não;31/12/2015
352050;[S] Sim;31/12/2015
352070;[N] Não;31/12/2015
352080;;31/12/2015
352090;[N] Não;31/12/2015
352100;;31/12/2015
352110;[N] Não;31/12/2015
352130;;31/12/2015
352160;;31/12/2015
352170;[S] Sim;31/12/2015
352180;[N] Não;31/12/2015
352190;[N] Não;31/12/2015
352210;[S] Sim;31/12/2015
352215;;31/12/2015
352220;[S] Sim;31/12/2015
352230;[S] Sim;31/12/2015
352240;[S] Sim;31/12/2015
352250;[S] Sim;31/12/2015
352260;[S] Sim;31/12/2015
352290;;31/12/2015
352310;[S] Sim;31/12/2015
352330;[S] Sim;31/12/2015
352350;[N] Não;31/12/2015
352360;[N] Não;31/12/2015
352390;[S] Sim;31/12/2015
352400;[S] Sim;31/12/2015
352420;[N] Não;31/12/2015
352450;[N] Não;31/12/2015
352460;;31/12/2015
352470;[S] Sim;31/12/2015
352500;;31/12/2015
352510;[N] Não;31/12/2015
352530;;31/12/2015
352540;[N] Não;31/12/2015
352585;;31/12/2015
352600;;31/12/2015
352650;;31/12/2015
352680;;31/12/2015
352690;;31/12/2015
352710;[S] Sim;31/12/2015
352725;;31/12/2015
352730;[S] Sim;31/12/2015
352740;;31/12/2015
352750;[N] Não;31/12/2015
352760;;31/12/2015
352770;[N] Não;31/12/2015
352780;;31/12/2015
352790;;31/12/2015
352800;;31/12/2015
352810;;31/12/2015
352820;;31/12/2015
352860;[N] Não;31/12/2015
352870;;31/12/2015
352900;[N] Não;31/12/2015
352910;;31/12/2015
352920;;31/12/2015
352930;[N] Não;31/12/2015
352950;;31/12/2015
352960;;31/12/2015
352980;;31/12/2015
353000;;31/12/2015
353010;;31/12/2015
353020;;31/12/2015
353060;;31/12/2015
353070;[S] Sim;31/12/2015
353090;;31/12/2015
353120;;31/12/2015
353130;;31/12/2015
353150;[N] Não;31/12/2015
353160;;31/12/2015
353180;;31/12/2015
353190;;31/12/2015
353200;[N] Não;31/12/2015
353205;;31/12/2015
353215;;31/12/2015
353220;;31/12/2015
353250;;31/12/2015
353260;;31/12/2015
353280;;31/12/2015
353282;;31/12/2015
353290;[N] Não;31/12/2015
353300;;31/12/2015
353320;;31/12/2015
353330;;31/12/2015
353340;;31/12/2015
353350;[N] Não;31/12/2015
353370;;31/12/2015
353390;;31/12/2015
353420;;31/12/2015
353430;;31/12/2015
353440;[N] Não;31/12/2015
353460;;31/12/2015
353480;;31/12/2015
353490;;31/12/2015
353500;;31/12/2015
353530;;31/12/2015
353540;;31/12/2015
353560;[S] Sim;31/12/2015
353580;;31/12/2015
353590;;31/12/2015
353600;[N] Não;31/12/2015
353610;[N] Não;31/12/2015
353620;;31/12/2015
353625;;31/12/2015
353630;;31/12/2015
353640;;31/12/2015
353657;[N] Não;31/12/2015
353670;;31/12/2015
353710;;31/12/2015
353715;[N] Não;31/12/2015
353760;[N] Não;31/12/2015
353770;[N] Não;31/12/2015
353780;;31/12/2015
353790;;31/12/2015
353800;;31/12/2015
353850;[S] Sim;31/12/2015
353860;;31/12/2015
353870;;31/12/2015
353880;[S] Sim;31/12/2015
353890;[N] Não;31/12/2015
353920;;31/12/2015
353930;[N] Não;31/12/2015
353950;[N] Não;31/12/2015
353970;[N] Não;31/12/2015
353980;;31/12/2015
354010;[N] Não;31/12/2015
354020;;31/12/2015
354040;;31/12/2015
354050;[N] Não;31/12/2015
354070;[S] Sim;31/12/2015
354090;[N] Não;31/12/2015
354110;;31/12/2015
354140;[N] Não;31/12/2015
354150;[N] Não;31/12/2015
354165;[N] Não;31/12/2015
354190;[S] Sim;31/12/2015
354200;;31/12/2015
354240;;31/12/2015
354250;;31/12/2015
354260;[S] Sim;31/12/2015
354290;;31/12/2015
354310;;31/12/2015
354320;;31/12/2015
354325;[S] Sim;31/12/2015
354330;[S] Sim;31/12/2015
354340;[S] Sim;31/12/2015
354350;[S] Sim;31/12/2015
354360;;31/12/2015
354370;[N] Não;31/12/2015
354380;;31/12/2015
354390;[N] Não;31/12/2015
354400;[N] Não;31/12/2015
354410;[S] Sim;31/12/2015
354420;;31/12/2015
354425;;31/12/2015
354430;;31/12/2015
354450;;31/12/2015
354460;;31/12/2015
354515;[N] Não;31/12/2015
354540;[N] Não;31/12/2015
354560;[S] Sim;31/12/2015
354580;;31/12/2015
354600;;31/12/2015
354610;[N] Não;31/12/2015
354620;[N] Não;31/12/2015
354625;[N] Não;31/12/2015
354630;[N] Não;31/12/2015
354640;[S] Sim;31/12/2015
354650;;31/12/2015
354660;[S] Sim;31/12/2015
354670;[N] Não;31/12/2015
354680;[N] Não;31/12/2015
354710;;31/12/2015
354720;;31/12/2015
354730;[S] Sim;31/12/2015
354740;;31/12/2015
354750;;31/12/2015
354760;;31/12/2015
354770;[N] Não;31/12/2015
354780;[S] Sim;31/12/2015
354790;;31/12/2015
354800;;31/12/2015
354805;;31/12/2015
354820;;31/12/2015
354830;;31/12/2015
354840;;31/12/2015
354850;[S] Sim;31/12/2015
354860;[S] Sim;31/12/2015
354870;[N] Não;31/12/2015
354880;;31/12/2015
354890;;31/12/2015
354910;[S] Sim;31/12/2015
354925;;31/12/2015
354930;;31/12/2015
354940;;31/12/2015
354950;;31/12/2015
354960;[N] Não;31/12/2015
354970;[N] Não;31/12/2015
354980;[N] Não;31/12/2015
354990;;31/12/2015
354995;;31/12/2015
355000;[S] Sim;31/12/2015
355010;[S] Sim;31/12/2015
355020;;31/12/2015
355030;[S] Sim;31/12/2015
355050;[N] Não;31/12/2015
355080;[N] Não;31/12/2015
355090;[N] Não;31/12/2015
355100;;31/12/2015
355140;[S] Sim;31/12/2015
355150;[N] Não;31/12/2015
355170;;31/12/2015
355180;;31/12/2015
355190;;31/12/2015
355210;[S] Sim;31/12/2015
355220;[S] Sim;31/12/2015
355230;;31/12/2015
355250;;31/12/2015
355255;[N] Não;31/12/2015
355260;[N] Não;31/12/2015
355270;[N] Não;31/12/2015
355280;;31/12/2015
355290;[N] Não;31/12/2015
355300;;31/12/2015
355310;;31/12/2015
355320;;31/12/2015
355330;[S] Sim;31/12/2015
355340;;31/12/2015
355350;[S] Sim;31/12/2015
355360;[N] Não;31/12/2015
355370;;31/12/2015
355380;;31/12/2015
355390;[N] Não;31/12/2015
355410;[S] Sim;31/12/2015
355420;[N] Não;31/12/2015
355430;;31/12/2015
355440;;31/12/2015
355450;[N] Não;31/12/2015
355460;;31/12/2015
355470;;31/12/2015
355480;;31/12/2015
355490;;31/12/2015
355495;[N] Não;31/12/2015
355500;[N] Não;31/12/2015
355510;;31/12/2015
355520;;31/12/2015
355530;;31/12/2015
355540;;31/12/2015
355550;[N] Não;31/12/2015
355560;;31/12/2015
355580;;31/12/2015
355590;;31/12/2015
355600;[N] Não;31/12/2015
355630;;31/12/2015
355640;;31/12/2015
355650;[S] Sim;31/12/2015
355660;;31/12/2015
355680;[N] Não;31/12/2015
355690;;31/12/2015
355695;;31/12/2015
355700;[S] Sim;31/12/2015
355710;[N] Não;31/12/2015
355720;[N] Não;31/12/2015
410010;;31/12/2015
410040;;31/12/2015
410050;;31/12/2015
410060;[N] Não;31/12/2015
410070;[N] Não;31/12/2015
410090;;31/12/2015
410105;;31/12/2015
410110;;31/12/2015
410115;;31/12/2015
410120;;31/12/2015
410140;[N] Não;31/12/2015
410150;;31/12/2015
410160;;31/12/2015
410165;;31/12/2015
410185;;31/12/2015
410190;;31/12/2015
410200;;31/12/2015
410220;;31/12/2015
410230;;31/12/2015
410260;;31/12/2015
410280;;31/12/2015
410290;[S] Sim;31/12/2015
410300;;31/12/2015
410302;[N] Não;31/12/2015
410305;[N] Não;31/12/2015
410310;;31/12/2015
410315;;31/12/2015
410322;[N] Não;31/12/2015
410340;;31/12/2015
410347;;31/12/2015
410350;;31/12/2015
410360;;31/12/2015
410370;[S] Sim;31/12/2015
410380;;31/12/2015
410400;[S] Sim;31/12/2015
410405;;31/12/2015
410410;;31/12/2015
410430;;31/12/2015
410440;[N] Não;31/12/2015
410442;;31/12/2015
410450;[N] Não;31/12/2015
410465;;31/12/2015
410480;;31/12/2015
410530;[N] Não;31/12/2015
410540;;31/12/2015
410550;[N] Não;31/12/2015
410560;;31/12/2015
410570;[N] Não;31/12/2015
410610;;31/12/2015
410620;[S] Sim;31/12/2015
410650;[S] Sim;31/12/2015
410655;;31/12/2015
410657;[N] Não;31/12/2015
410690;[S] Sim;31/12/2015
410700;;31/12/2015
410710;[N] Não;31/12/2015
410715;;31/12/2015
410720;[S] Sim;31/12/2015
410725;;31/12/2015
410730;;31/12/2015
410740;[N] Não;31/12/2015
410753;;31/12/2015
410755;;31/12/2015
410760;[N] Não;31/12/2015
410765;[S] Sim;31/12/2015
410770;;31/12/2015
410773;[S] Sim;31/12/2015
410775;;31/12/2015
410785;[N] Não;31/12/2015
410790;;31/12/2015
410800;;31/12/2015
410845;;31/12/2015
410850;;31/12/2015
410855;;31/12/2015
410870;;31/12/2015
410880;[S] Sim;31/12/2015
410895;[N] Não;31/12/2015
410900;;31/12/2015
410910;;31/12/2015
410920;;31/12/2015
410960;[S] Sim;31/12/2015
410970;;31/12/2015
410990;;31/12/2015
411010;[N] Não;31/12/2015
411030;;31/12/2015
411040;;31/12/2015
411050;;31/12/2015
411065;;31/12/2015
411070;[S] Sim;31/12/2015
411080;[N] Não;31/12/2015
411090;;31/12/2015
411095;;31/12/2015
411110;;31/12/2015
411120;;31/12/2015
411125;;31/12/2015
411130;;31/12/2015
411140;[S] Sim;31/12/2015
411150;;31/12/2015
411155;;31/12/2015
411180;[N] Não;31/12/2015
411190;[N] Não;31/12/2015
411200;[S] Sim;31/12/2015
411210;;31/12/2015
411220;;31/12/2015
411240;[N] Não;31/12/2015
411270;[N] Não;31/12/2015
411280;[N] Não;31/12/2015
411290;[N] Não;31/12/2015
411295;;31/12/2015
411310;;31/12/2015
411320;;31/12/2015
411330;[N] Não;31/12/2015
411340;;31/12/2015
411342;[N] Não;31/12/2015
411350;[N] Não;31/12/2015
411370;[N] Não;31/12/2015
411373;;31/12/2015
411380;;31/12/2015
411400;;31/12/2015
411410;;31/12/2015
411420;;31/12/2015
411440;[N] Não;31/12/2015
411450;[N] Não;31/12/2015
411460;[S] Sim;31/12/2015
411470;;31/12/2015
411480;;31/12/2015
411520;[N] Não;31/12/2015
411530;;31/12/2015
411535;[N] Não;31/12/2015
411545;;31/12/2015
411560;[N] Não;31/12/2015
411570;;31/12/2015
411573;;31/12/2015
411580;[N] Não;31/12/2015
411585;[N] Não;31/12/2015
411590;;31/12/2015
411600;;31/12/2015
411605;;31/12/2015
411620;;31/12/2015
411630;;31/12/2015
411650;;31/12/2015
411660;;31/12/2015
411670;;31/12/2015
411690;;31/12/2015
411695;;31/12/2015
411705;;31/12/2015
411710;;31/12/2015
411720;;31/12/2015
411722;[N] Não;31/12/2015
411725;[N] Não;31/12/2015
411729;;31/12/2015
411730;[N] Não;31/12/2015
411740;;31/12/2015
411750;;31/12/2015
411790;;31/12/2015
411810;;31/12/2015
411840;[N] Não;31/12/2015
411845;;31/12/2015
411860;[N] Não;31/12/2015
411870;[N] Não;31/12/2015
411890;;31/12/2015
411910;[N] Não;31/12/2015
411915;;31/12/2015
411920;[N] Não;31/12/2015
411925;[N] Não;31/12/2015
411930;[S] Sim;31/12/2015
411950;[N] Não;31/12/2015
411965;;31/12/2015
411980;;31/12/2015
411995;;31/12/2015
412000;;31/12/2015
412010;[N] Não;31/12/2015
412020;[N] Não;31/12/2015
412033;;31/12/2015
412050;;31/12/2015
412065;;31/12/2015
412080;;31/12/2015
412085;;31/12/2015
412090;;31/12/2015
412110;;31/12/2015
412120;[N] Não;31/12/2015
412135;;31/12/2015
412160;[S] Sim;31/12/2015
412170;;31/12/2015
412180;[N] Não;31/12/2015
412190;;31/12/2015
412200;;31/12/2015
412210;;31/12/2015
412215;[N] Não;31/12/2015
412230;;31/12/2015
412240;[N] Não;31/12/2015
412250;;31/12/2015
412260;;31/12/2015
412280;;31/12/2015
412300;;31/12/2015
412310;[N] Não;31/12/2015
412330;[S] Sim;31/12/2015
412370;;31/12/2015
412380;;31/12/2015
412390;;31/12/2015
412405;[N] Não;31/12/2015
412410;;31/12/2015
412430;;31/12/2015
412460;;31/12/2015
412470;[N] Não;31/12/2015
412500;;31/12/2015
412510;;31/12/2015
412520;[N] Não;31/12/2015
412530;[S] Sim;31/12/2015
412540;[N] Não;31/12/2015
412545;;31/12/2015
412550;[S] Sim;31/12/2015
412555;;31/12/2015
412570;[S] Sim;31/12/2015
412575;;31/12/2015
412580;[N] Não;31/12/2015
412590;[N] Não;31/12/2015
412600;;31/12/2015
412620;;31/12/2015
412630;[N] Não;31/12/2015
412635;[N] Não;31/12/2015
412640;;31/12/2015
412665;;31/12/2015
412667;[N] Não;31/12/2015
412680;;31/12/2015
412690;[S] Sim;31/12/2015
412710;;31/12/2015
412720;;31/12/2015
412750;[N] Não;31/12/2015
412760;[N] Não;31/12/2015
412770;[N] Não;31/12/2015
412785;[N] Não;31/12/2015
412790;;31/12/2015
412795;;31/12/2015
412800;;31/12/2015
412810;[N] Não;31/12/2015
412820;[S] Sim;31/12/2015
412850;[N] Não;31/12/2015
412855;;31/12/2015
412862;;31/12/2015
420010;[N] Não;31/12/2015
420020;;31/12/2015
420030;;31/12/2015
420040;[N] Não;31/12/2015
420055;[N] Não;31/12/2015
420060;[N] Não;31/12/2015
420070;[S] Sim;31/12/2015
420080;;31/12/2015
420110;[N] Não;31/12/2015
420120;;31/12/2015
420125;;31/12/2015
420127;[N] Não;31/12/2015
420130;[N] Não;31/12/2015
420140;[N] Não;31/12/2015
420165;[N] Não;31/12/2015
420170;;31/12/2015
420180;;31/12/2015
420190;;31/12/2015
420195;;31/12/2015
420208;[N] Não;31/12/2015
420209;;31/12/2015
420213;;31/12/2015
420215;[N] Não;31/12/2015
420220;[N] Não;31/12/2015
420230;;31/12/2015
420240;[S] Sim;31/12/2015
420245;[N] Não;31/12/2015
420250;;31/12/2015
420253;[N] Não;31/12/2015
420257;[N] Não;31/12/2015
420260;[S] Sim;31/12/2015
420270;;31/12/2015
420285;;31/12/2015
420287;[N] Não;31/12/2015
420290;;31/12/2015
420315;;31/12/2015
420320;;31/12/2015
420330;;31/12/2015
420340;;31/12/2015
420360;;31/12/2015
420370;[S] Sim;31/12/2015
420380;[N] Não;31/12/2015
420390;[N] Não;31/12/2015
420395;;31/12/2015
420415;;31/12/2015
420425;[S] Sim;31/12/2015
420430;;31/12/2015
420435;;31/12/2015
420440;;31/12/2015
420445;;31/12/2015
420450;[S] Sim;31/12/2015
420470;;31/12/2015
420475;;31/12/2015
420480;[N] Não;31/12/2015
420490;[N] Não;31/12/2015
420500;[S] Sim;31/12/2015
420510;[N] Não;31/12/2015
420515;;31/12/2015
420519;[N] Não;31/12/2015
420520;;31/12/2015
420535;[N] Não;31/12/2015
420540;[S] Sim;31/12/2015
420543;;31/12/2015
420545;[N] Não;31/12/2015
420550;[S] Sim;31/12/2015
420555;;31/12/2015
420570;;31/12/2015
420620;;31/12/2015
420630;[S] Sim;31/12/2015
420640;;31/12/2015
420670;;31/12/2015
420680;[N] Não;31/12/2015
420690;[S] Sim;31/12/2015
420700;[S] Sim;31/12/2015
420710;[S] Sim;31/12/2015
420740;[N] Não;31/12/2015
420757;;31/12/2015
420765;;31/12/2015
420768;;31/12/2015
420770;;31/12/2015
420780;;31/12/2015
420790;[N] Não;31/12/2015
420800;[N] Não;31/12/2015
420820;;31/12/2015
420840;[N] Não;31/12/2015
420845;;31/12/2015
420850;[S] Sim;31/12/2015
420860;;31/12/2015
420870;;31/12/2015
420890;[S] Sim;31/12/2015
420895;[N] Não;31/12/2015
420910;;31/12/2015
420915;[N] Não;31/12/2015
420917;;31/12/2015
420930;[S] Sim;31/12/2015
420960;[S] Sim;31/12/2015
420970;;31/12/2015
420980;;31/12/2015
421003;[N] Não;31/12/2015
421010;[S] Sim;31/12/2015
421040;;31/12/2015
421055;;31/12/2015
421060;;31/12/2015
421070;;31/12/2015
421080;;31/12/2015
421085;[N] Não;31/12/2015
421090;[N] Não;31/12/2015
421100;[S] Sim;31/12/2015
421105;[N] Não;31/12/2015
421110;[S] Sim;31/12/2015
421120;[S] Sim;31/12/2015
421125;;31/12/2015
421130;[S] Sim;31/12/2015
421140;;31/12/2015
421145;[N] Não;31/12/2015
421150;;31/12/2015
421160;;31/12/2015
421165;[N] Não;31/12/2015
421170;;31/12/2015
421175;;31/12/2015
421180;;31/12/2015
421187;;31/12/2015
421189;;31/12/2015
421200;;31/12/2015
421220;[S] Sim;31/12/2015
421227;;31/12/2015
421230;[N] Não;31/12/2015
421280;[S] Sim;31/12/2015
421290;;31/12/2015
421310;[N] Não;31/12/2015
421330;;31/12/2015
421335;;31/12/2015
421350;[N] Não;31/12/2015
421360;[N] Não;31/12/2015
421370;[N] Não;31/12/2015
421380;;31/12/2015
421390;[N] Não;31/12/2015
421400;;31/12/2015
421410;[N] Não;31/12/2015
421420;[N] Não;31/12/2015
421440;;31/12/2015
421450;;31/12/2015
421460;[N] Não;31/12/2015
421470;;31/12/2015
421480;;31/12/2015
421490;;31/12/2015
421500;;31/12/2015
421505;;31/12/2015
421507;;31/12/2015
421510;;31/12/2015
421520;[N] Não;31/12/2015
421530;;31/12/2015
421550;[N] Não;31/12/2015
421555;[N] Não;31/12/2015
421560;[N] Não;31/12/2015
421565;;31/12/2015
421567;[N] Não;31/12/2015
421569;[N] Não;31/12/2015
421575;[N] Não;31/12/2015
421580;[S] Sim;31/12/2015
421590;[N] Não;31/12/2015
421610;;31/12/2015
421620;;31/12/2015
421625;[N] Não;31/12/2015
421635;[S] Sim;31/12/2015
421640;;31/12/2015
421650;[N] Não;31/12/2015
421670;[S] Sim;31/12/2015
421690;[N] Não;31/12/2015
421700;;31/12/2015
421710;;31/12/2015
421720;[S] Sim;31/12/2015
421725;[N] Não;31/12/2015
421730;;31/12/2015
421740;;31/12/2015
421750;[N] Não;31/12/2015
421755;[N] Não;31/12/2015
421760;;31/12/2015
421770;;31/12/2015
421775;[N] Não;31/12/2015
421780;[N] Não;31/12/2015
421790;[N] Não;31/12/2015
421795;;31/12/2015
421800;[S] Sim;31/12/2015
421810;;31/12/2015
421820;[S] Sim;31/12/2015
421825;;31/12/2015
421835;[N] Não;31/12/2015
421840;;31/12/2015
421850;[N] Não;31/12/2015
421875;;31/12/2015
421880;[N] Não;31/12/2015
421885;;31/12/2015
421890;;31/12/2015
421900;;31/12/2015
421910;[N] Não;31/12/2015
421917;;31/12/2015
421920;[N] Não;31/12/2015
421930;[N] Não;31/12/2015
430003;[N] Não;31/12/2015
430005;;31/12/2015
430010;;31/12/2015
430020;[N] Não;31/12/2015
430030;;31/12/2015
430040;[N] Não;31/12/2015
430047;[N] Não;31/12/2015
430050;;31/12/2015
430055;;31/12/2015
430057;[N] Não;31/12/2015
430070;;31/12/2015
430087;;31/12/2015
430100;[N] Não;31/12/2015
430107;[N] Não;31/12/2015
430140;;31/12/2015
430155;;31/12/2015
430163;;31/12/2015
430165;;31/12/2015
430170;;31/12/2015
430175;[N] Não;31/12/2015
430180;;31/12/2015
430187;;31/12/2015
430195;[N] Não;31/12/2015
430200;;31/12/2015
430210;;31/12/2015
430215;;31/12/2015
430220;[N] Não;31/12/2015
430223;;31/12/2015
430225;;31/12/2015
430230;[S] Sim;31/12/2015
430235;[S] Sim;31/12/2015
430245;[N] Não;31/12/2015
430258;;31/12/2015
430265;[S] Sim;31/12/2015
430270;;31/12/2015
430280;;31/12/2015
430290;;31/12/2015
430300;[N] Não;31/12/2015
430320;[N] Não;31/12/2015
430330;;31/12/2015
430340;;31/12/2015
430350;;31/12/2015
430355;;31/12/2015
430360;[N] Não;31/12/2015
430367;;31/12/2015
430370;[N] Não;31/12/2015
430380;;31/12/2015
430390;[S] Sim;31/12/2015
430400;[N] Não;31/12/2015
430420;[S] Sim;31/12/2015
430430;[N] Não;31/12/2015
430450;;31/12/2015
430460;;31/12/2015
430461;[N] Não;31/12/2015
430466;;31/12/2015
430467;;31/12/2015
430468;[N] Não;31/12/2015
430469;;31/12/2015
430470;;31/12/2015
430471;[S] Sim;31/12/2015
430480;[S] Sim;31/12/2015
430495;[N] Não;31/12/2015
430500;[N] Não;31/12/2015
430510;[S] Sim;31/12/2015
430511;[N] Não;31/12/2015
430513;;31/12/2015
430520;;31/12/2015
430530;;31/12/2015
430535;[S] Sim;31/12/2015
430537;[N] Não;31/12/2015
430544;[N] Não;31/12/2015
430550;;31/12/2015
430558;;31/12/2015
430560;[N] Não;31/12/2015
430580;;31/12/2015
430583;;31/12/2015
430585;;31/12/2015
430587;[N] Não;31/12/2015
430593;;31/12/2015
430595;;31/12/2015
430600;;31/12/2015
430605;;31/12/2015
430613;[N] Não;31/12/2015
430620;;31/12/2015
430632;;31/12/2015
430637;;31/12/2015
430640;[N] Não;31/12/2015
430645;;31/12/2015
430650;[N] Não;31/12/2015
430670;;31/12/2015
430673;[N] Não;31/12/2015
430675;;31/12/2015
430676;[N] Não;31/12/2015
430680;[N] Não;31/12/2015
430692;;31/12/2015
430695;[S] Sim;31/12/2015
430700;[S] Sim;31/12/2015
430710;[N] Não;31/12/2015
430720;[N] Não;31/12/2015
430730;[N] Não;31/12/2015
430745;;31/12/2015
430755;[N] Não;31/12/2015
430760;[N] Não;31/12/2015
430770;[S] Sim;31/12/2015
430780;;31/12/2015
430781;[N] Não;31/12/2015
430786;[N] Não;31/12/2015
430790;[N] Não;31/12/2015
430800;;31/12/2015
430810;;31/12/2015
430820;[S] Sim;31/12/2015
430825;;31/12/2015
430845;;31/12/2015
430860;;31/12/2015
430865;;31/12/2015
430885;;31/12/2015
430890;[N] Não;31/12/2015
430900;[N] Não;31/12/2015
430905;[N] Não;31/12/2015
430920;[S] Sim;31/12/2015
430930;;31/12/2015
